nodeid,service,serviceCount,status,time
6,/prefix/seq=18,15,Data Processing,0.390816000
6,0.375426,15,Computation time,0.390816000
6,,15,Current Resource,0.400000000
7,,16,Current Resource,0.400000000
8,,0,Current Resource,0.400000000
7,/prefix/seq=6,17,Data Correction,0.400929187
7,/prefix/seq=19,16,Data Processing,0.410816000
7,0.334093,16,Computation time,0.410816000
6,,15,Current Resource,0.420000000
7,,16,Current Resource,0.420000000
8,,0,Current Resource,0.420000000
7,/prefix/seq=20,15,Data Processing,0.430816000
7,0.375714,15,Computation time,0.430816000
6,,15,Current Resource,0.440000000
7,,15,Current Resource,0.440000000
8,,0,Current Resource,0.440000000
6,/prefix/seq=21,14,Data Processing,0.450816000
6,0.417205,14,Computation time,0.450816000
6,,14,Current Resource,0.460000000
7,,15,Current Resource,0.460000000
8,,0,Current Resource,0.460000000
7,/prefix/seq=22,14,Data Processing,0.470816000
7,0.417080,14,Computation time,0.470816000
6,,14,Current Resource,0.480000000
7,,14,Current Resource,0.480000000
8,,0,Current Resource,0.480000000
6,/prefix/seq=8,15,Data Correction,0.483270200
6,/prefix/seq=23,14,Data Processing,0.490816000
6,0.417070,14,Computation time,0.490816000
6,,14,Current Resource,0.500000000
7,,14,Current Resource,0.500000000
8,,0,Current Resource,0.500000000
7,/prefix/seq=24,13,Data Processing,0.510816000
7,0.458540,13,Computation time,0.510816000
6,,14,Current Resource,0.520000000
7,,13,Current Resource,0.520000000
8,,0,Current Resource,0.520000000
7,/prefix/seq=10,14,Data Correction,0.523080784
6,/prefix/seq=25,13,Data Processing,0.530816000
6,0.459162,13,Computation time,0.530816000
6,,13,Current Resource,0.540000000
7,,14,Current Resource,0.540000000
8,,0,Current Resource,0.540000000
7,/prefix/seq=26,13,Data Processing,0.550816000
7,0.458837,13,Computation time,0.550816000
6,,13,Current Resource,0.560000000
7,,13,Current Resource,0.560000000
8,,0,Current Resource,0.560000000
6,/prefix/seq=12,14,Data Correction,0.562908606
6,/prefix/seq=27,13,Data Processing,0.570816000
6,0.458648,13,Computation time,0.570816000
6,,13,Current Resource,0.580000000
7,,13,Current Resource,0.580000000
8,,0,Current Resource,0.580000000
7,/prefix/seq=28,12,Data Processing,0.590816000
7,0.500345,12,Computation time,0.590816000
6,,13,Current Resource,0.600000000
7,,12,Current Resource,0.600000000
8,,0,Current Resource,0.600000000
7,/prefix/seq=14,13,Data Correction,0.602851173
8,/prefix/seq=1,1,Data Correction,0.606739619
6,/prefix/seq=29,12,Data Processing,0.610816000
6,0.500572,12,Computation time,0.610816000
6,,12,Current Resource,0.620000000
7,,13,Current Resource,0.620000000
8,,1,Current Resource,0.620000000
7,/prefix/seq=30,12,Data Processing,0.630816000
7,0.500613,12,Computation time,0.630816000
6,,12,Current Resource,0.640000000
7,,12,Current Resource,0.640000000
8,,1,Current Resource,0.640000000
6,/prefix/seq=31,11,Data Processing,0.650816000
6,0.542129,11,Computation time,0.650816000
6,,11,Current Resource,0.660000000
7,,12,Current Resource,0.660000000
8,,1,Current Resource,0.660000000
6,/prefix/seq=15,12,Data Correction,0.664276813
7,/prefix/seq=32,11,Data Processing,0.670816000
7,0.541832,11,Computation time,0.670816000
6,,12,Current Resource,0.680000000
7,,11,Current Resource,0.680000000
8,,1,Current Resource,0.680000000
7,/prefix/seq=16,12,Data Correction,0.684624509
6,/prefix/seq=33,11,Data Processing,0.690816000
6,0.541817,11,Computation time,0.690816000
6,,11,Current Resource,0.700000000
7,,12,Current Resource,0.700000000
8,,1,Current Resource,0.700000000
6,/prefix/seq=17,12,Data Correction,0.704957334
7,/prefix/seq=34,11,Data Processing,0.710816000
7,0.542397,11,Computation time,0.710816000
6,,12,Current Resource,0.720000000
7,,11,Current Resource,0.720000000
8,,1,Current Resource,0.720000000
6,/prefix/seq=35,11,Data Processing,0.730816000
6,0.542016,11,Computation time,0.730816000
6,,11,Current Resource,0.740000000
7,,11,Current Resource,0.740000000
8,,1,Current Resource,0.740000000
7,/prefix/seq=19,12,Data Correction,0.744908855
7,/prefix/seq=36,11,Data Processing,0.750816000
7,0.541977,11,Computation time,0.750816000
8,/prefix/seq=3,2,Data Correction,0.757743403
6,,11,Current Resource,0.760000000
7,,11,Current Resource,0.760000000
8,,2,Current Resource,0.760000000
6,/prefix/seq=18,12,Data Correction,0.766242242
6,/prefix/seq=37,11,Data Processing,0.770816000
6,0.542318,11,Computation time,0.770816000
6,,11,Current Resource,0.780000000
7,,11,Current Resource,0.780000000
8,,2,Current Resource,0.780000000
7,/prefix/seq=38,10,Data Processing,0.790816000
7,0.583683,10,Computation time,0.790816000
6,,11,Current Resource,0.800000000
7,,10,Current Resource,0.800000000
8,,2,Current Resource,0.800000000
7,/prefix/seq=20,11,Data Correction,0.806529520
6,/prefix/seq=39,10,Data Processing,0.810816000
6,0.583657,10,Computation time,0.810816000
6,,10,Current Resource,0.820000000
7,,11,Current Resource,0.820000000
8,,2,Current Resource,0.820000000
7,/prefix/seq=40,10,Data Processing,0.830816000
7,0.583452,10,Computation time,0.830816000
6,,10,Current Resource,0.840000000
7,,10,Current Resource,0.840000000
8,,2,Current Resource,0.840000000
6,/prefix/seq=41,9,Data Processing,0.850816000
6,0.625237,9,Computation time,0.850816000
6,,9,Current Resource,0.860000000
7,,10,Current Resource,0.860000000
8,,2,Current Resource,0.860000000
6,/prefix/seq=21,10,Data Correction,0.868020597
7,/prefix/seq=42,9,Data Processing,0.870816000
7,0.625386,9,Computation time,0.870816000
6,,10,Current Resource,0.880000000
7,,9,Current Resource,0.880000000
8,,2,Current Resource,0.880000000
7,/prefix/seq=22,10,Data Correction,0.887895551
6,/prefix/seq=43,9,Data Processing,0.890816000
6,0.625617,9,Computation time,0.890816000
6,,9,Current Resource,0.900000000
7,,10,Current Resource,0.900000000
8,,2,Current Resource,0.900000000
6,/prefix/seq=23,10,Data Correction,0.907886111
8,/prefix/seq=5,3,Data Correction,0.908693822
7,/prefix/seq=44,9,Data Processing,0.910816000
7,0.625563,9,Computation time,0.910816000
6,,10,Current Resource,0.920000000
7,,9,Current Resource,0.920000000
8,,3,Current Resource,0.920000000
6,/prefix/seq=45,9,Data Processing,0.930816000
6,0.625655,9,Computation time,0.930816000
6,,9,Current Resource,0.940000000
7,,9,Current Resource,0.940000000
8,,3,Current Resource,0.940000000
7,/prefix/seq=46,8,Data Processing,0.950816000
7,0.667311,8,Computation time,0.950816000
6,,9,Current Resource,0.960000000
7,,8,Current Resource,0.960000000
8,,3,Current Resource,0.960000000
7,/prefix/seq=24,9,Data Correction,0.969355862
6,/prefix/seq=47,8,Data Processing,0.970816000
6,0.666805,8,Computation time,0.970816000
6,,8,Current Resource,0.980000000
7,,9,Current Resource,0.980000000
8,,3,Current Resource,0.980000000
6,/prefix/seq=25,9,Data Correction,0.989977714
7,/prefix/seq=48,8,Data Processing,0.990816000
7,0.667230,8,Computation time,0.990816000
6,,9,Current Resource,1.000000000
7,,8,Current Resource,1.000000000
8,,3,Current Resource,1.000000000
7,/prefix/seq=26,9,Data Correction,1.009652592
6,/prefix/seq=49,8,Data Processing,1.010816000
6,0.666837,8,Computation time,1.010816000
6,,8,Current Resource,1.020000000
7,,9,Current Resource,1.020000000
8,,3,Current Resource,1.020000000
6,/prefix/seq=27,9,Data Correction,1.029464122
7,/prefix/seq=50,8,Data Processing,1.030816000
7,0.667464,8,Computation time,1.030816000
6,,9,Current Resource,1.040000000
7,,8,Current Resource,1.040000000
8,,3,Current Resource,1.040000000
6,/prefix/seq=51,8,Data Processing,1.050816000
6,0.667043,8,Computation time,1.050816000
6,,8,Current Resource,1.060000000
7,,8,Current Resource,1.060000000
8,,3,Current Resource,1.060000000
8,/prefix/seq=7,4,Data Correction,1.060072166
7,/prefix/seq=52,7,Data Processing,1.070816000
7,0.708942,7,Computation time,1.070816000
6,,8,Current Resource,1.080000000
7,,7,Current Resource,1.080000000
8,,4,Current Resource,1.080000000
6,/prefix/seq=53,7,Data Processing,1.090816000
6,0.708644,7,Computation time,1.090816000
7,/prefix/seq=28,8,Data Correction,1.091160839
6,,7,Current Resource,1.100000000
7,,8,Current Resource,1.100000000
8,,4,Current Resource,1.100000000
7,/prefix/seq=54,7,Data Processing,1.110816000
7,0.709013,7,Computation time,1.110816000
6,/prefix/seq=29,8,Data Correction,1.111387737
6,,8,Current Resource,1.120000000
7,,7,Current Resource,1.120000000
8,,4,Current Resource,1.120000000
6,/prefix/seq=55,7,Data Processing,1.130816000
6,0.709048,7,Computation time,1.130816000
7,/prefix/seq=30,8,Data Correction,1.131428709
6,,7,Current Resource,1.140000000
7,,8,Current Resource,1.140000000
8,,4,Current Resource,1.140000000
7,/prefix/seq=56,7,Data Processing,1.150816000
7,0.708572,7,Computation time,1.150816000
6,,7,Current Resource,1.160000000
7,,7,Current Resource,1.160000000
8,,4,Current Resource,1.160000000
6,/prefix/seq=57,6,Data Processing,1.170816000
6,0.750283,6,Computation time,1.170816000
6,,6,Current Resource,1.180000000
7,,7,Current Resource,1.180000000
8,,4,Current Resource,1.180000000
7,/prefix/seq=58,6,Data Processing,1.190816000
7,0.750130,6,Computation time,1.190816000
6,/prefix/seq=31,7,Data Correction,1.192944665
6,,7,Current Resource,1.200000000
7,,6,Current Resource,1.200000000
8,,4,Current Resource,1.200000000
6,/prefix/seq=59,6,Data Processing,1.210816000
6,0.750484,6,Computation time,1.210816000
8,/prefix/seq=9,5,Data Correction,1.210978599
7,/prefix/seq=32,7,Data Correction,1.212647988
6,,6,Current Resource,1.220000000
7,,7,Current Resource,1.220000000
8,,5,Current Resource,1.220000000
7,/prefix/seq=60,6,Data Processing,1.230816000
7,0.750755,6,Computation time,1.230816000
6,/prefix/seq=33,7,Data Correction,1.232632540
6,,7,Current Resource,1.240000000
7,,6,Current Resource,1.240000000
8,,5,Current Resource,1.240000000
6,/prefix/seq=61,6,Data Processing,1.250816000
6,0.750642,6,Computation time,1.250816000
7,/prefix/seq=34,7,Data Correction,1.253212728
6,,6,Current Resource,1.260000000
7,,7,Current Resource,1.260000000
8,,5,Current Resource,1.260000000
7,/prefix/seq=62,6,Data Processing,1.270816000
7,0.750846,6,Computation time,1.270816000
6,/prefix/seq=35,7,Data Correction,1.272831857
6,,7,Current Resource,1.280000000
7,,6,Current Resource,1.280000000
8,,5,Current Resource,1.280000000
6,/prefix/seq=63,6,Data Processing,1.290816000
6,0.750820,6,Computation time,1.290816000
7,/prefix/seq=36,7,Data Correction,1.292793276
6,,6,Current Resource,1.300000000
7,,7,Current Resource,1.300000000
8,,5,Current Resource,1.300000000
7,/prefix/seq=64,6,Data Processing,1.310816000
7,0.750692,6,Computation time,1.310816000
6,/prefix/seq=37,7,Data Correction,1.313133808
6,,7,Current Resource,1.320000000
7,,6,Current Resource,1.320000000
8,,5,Current Resource,1.320000000
6,/prefix/seq=65,6,Data Processing,1.330816000
6,0.750676,6,Computation time,1.330816000
6,,6,Current Resource,1.340000000
7,,6,Current Resource,1.340000000
8,,5,Current Resource,1.340000000
7,/prefix/seq=66,5,Data Processing,1.350816000
7,0.791936,5,Computation time,1.350816000
6,,6,Current Resource,1.360000000
7,,5,Current Resource,1.360000000
8,,5,Current Resource,1.360000000
6,/prefix/seq=67,5,Data Processing,1.370816000
6,0.791769,5,Computation time,1.370816000
7,/prefix/seq=38,6,Data Correction,1.374498568
6,,5,Current Resource,1.380000000
7,,6,Current Resource,1.380000000
8,,5,Current Resource,1.380000000
7,/prefix/seq=68,5,Data Processing,1.390816000
7,0.792093,5,Computation time,1.390816000
6,/prefix/seq=39,6,Data Correction,1.394473130
6,,6,Current Resource,1.400000000
7,,5,Current Resource,1.400000000
8,,5,Current Resource,1.400000000
6,/prefix/seq=69,5,Data Processing,1.410816000
6,0.792185,5,Computation time,1.410816000
7,/prefix/seq=40,6,Data Correction,1.414267752
6,,5,Current Resource,1.420000000
7,,6,Current Resource,1.420000000
8,,5,Current Resource,1.420000000
7,/prefix/seq=70,5,Data Processing,1.430816000
7,0.791993,5,Computation time,1.430816000
6,,5,Current Resource,1.440000000
7,,5,Current Resource,1.440000000
8,,5,Current Resource,1.440000000
6,/prefix/seq=71,4,Data Processing,1.450816000
6,0.833778,4,Computation time,1.450816000
6,,4,Current Resource,1.460000000
7,,5,Current Resource,1.460000000
8,,5,Current Resource,1.460000000
7,/prefix/seq=72,4,Data Processing,1.470816000
7,0.833989,4,Computation time,1.470816000
6,/prefix/seq=41,5,Data Correction,1.476052768
6,,5,Current Resource,1.480000000
7,,4,Current Resource,1.480000000
8,,5,Current Resource,1.480000000
6,/prefix/seq=73,4,Data Processing,1.490816000
6,0.833946,4,Computation time,1.490816000
7,/prefix/seq=42,5,Data Correction,1.496202395
6,,4,Current Resource,1.500000000
7,,5,Current Resource,1.500000000
8,,5,Current Resource,1.500000000
8,/prefix/seq=74,4,Data Processing,1.510816000
8,0.555717,4,Computation time,1.510816000
6,/prefix/seq=43,5,Data Correction,1.516432536
6,,5,Current Resource,1.520000000
7,,5,Current Resource,1.520000000
8,,4,Current Resource,1.520000000
7,/prefix/seq=75,4,Data Processing,1.530816000
7,0.833651,4,Computation time,1.530816000
7,/prefix/seq=44,5,Data Correction,1.536378708
6,,5,Current Resource,1.540000000
7,,5,Current Resource,1.540000000
8,,4,Current Resource,1.540000000
6,/prefix/seq=76,4,Data Processing,1.550816000
6,0.833701,4,Computation time,1.550816000
6,/prefix/seq=45,5,Data Correction,1.556470901
6,,5,Current Resource,1.560000000
7,,5,Current Resource,1.560000000
8,,4,Current Resource,1.560000000
7,/prefix/seq=77,4,Data Processing,1.570816000
7,0.834039,4,Computation time,1.570816000
6,,5,Current Resource,1.580000000
7,,4,Current Resource,1.580000000
8,,4,Current Resource,1.580000000
6,/prefix/seq=78,4,Data Processing,1.590816000
6,0.833689,4,Computation time,1.590816000
6,,4,Current Resource,1.600000000
7,,4,Current Resource,1.600000000
8,,4,Current Resource,1.600000000
7,/prefix/seq=79,3,Data Processing,1.610816000
7,0.875831,3,Computation time,1.610816000
7,/prefix/seq=46,4,Data Correction,1.618126682
6,,4,Current Resource,1.620000000
7,,4,Current Resource,1.620000000
8,,4,Current Resource,1.620000000
6,/prefix/seq=80,3,Data Processing,1.630816000
6,0.875776,3,Computation time,1.630816000
6,/prefix/seq=47,4,Data Correction,1.637620551
6,,4,Current Resource,1.640000000
7,,4,Current Resource,1.640000000
8,,4,Current Resource,1.640000000
7,/prefix/seq=81,3,Data Processing,1.650816000
7,0.875253,3,Computation time,1.650816000
7,/prefix/seq=48,4,Data Correction,1.658045569
6,,4,Current Resource,1.660000000
7,,4,Current Resource,1.660000000
8,,4,Current Resource,1.660000000
8,/prefix/seq=82,3,Data Processing,1.670816000
8,0.666974,3,Computation time,1.670816000
6,/prefix/seq=49,5,Data Correction,1.677652925
6,,5,Current Resource,1.680000000
7,,4,Current Resource,1.680000000
8,,3,Current Resource,1.680000000
6,/prefix/seq=83,4,Data Processing,1.690816000
6,0.833817,4,Computation time,1.690816000
7,/prefix/seq=50,5,Data Correction,1.698280072
6,,4,Current Resource,1.700000000
7,,5,Current Resource,1.700000000
8,,3,Current Resource,1.700000000
6,/prefix/seq=84,3,Data Processing,1.710816000
6,0.875464,3,Computation time,1.710816000
6,/prefix/seq=51,4,Data Correction,1.717859088
6,,4,Current Resource,1.720000000
7,,5,Current Resource,1.720000000
8,,3,Current Resource,1.720000000
7,/prefix/seq=85,4,Data Processing,1.730816000
7,0.834220,4,Computation time,1.730816000
6,,4,Current Resource,1.740000000
7,,4,Current Resource,1.740000000
8,,3,Current Resource,1.740000000
6,/prefix/seq=86,3,Data Processing,1.750816000
6,0.875299,3,Computation time,1.750816000
6,,3,Current Resource,1.760000000
7,,4,Current Resource,1.760000000
8,,3,Current Resource,1.760000000
7,/prefix/seq=87,3,Data Processing,1.770816000
7,0.875602,3,Computation time,1.770816000
7,/prefix/seq=52,4,Data Correction,1.779757522
6,,3,Current Resource,1.780000000
7,,4,Current Resource,1.780000000
8,,3,Current Resource,1.780000000
6,/prefix/seq=88,2,Data Processing,1.790816000
6,0.916937,2,Computation time,1.790816000
6,/prefix/seq=53,3,Data Correction,1.799459623
6,,3,Current Resource,1.800000000
7,,4,Current Resource,1.800000000
8,,3,Current Resource,1.800000000
7,/prefix/seq=89,3,Data Processing,1.810816000
7,0.875328,3,Computation time,1.810816000
7,/prefix/seq=54,4,Data Correction,1.819829200
6,,3,Current Resource,1.820000000
7,,4,Current Resource,1.820000000
8,,3,Current Resource,1.820000000
8,/prefix/seq=90,2,Data Processing,1.830816000
8,0.777964,2,Computation time,1.830816000
6,/prefix/seq=55,4,Data Correction,1.839864051
6,,4,Current Resource,1.840000000
7,,4,Current Resource,1.840000000
8,,2,Current Resource,1.840000000
7,/prefix/seq=91,3,Data Processing,1.850816000
7,0.875125,3,Computation time,1.850816000
7,/prefix/seq=56,4,Data Correction,1.859388004
6,,4,Current Resource,1.860000000
7,,4,Current Resource,1.860000000
8,,2,Current Resource,1.860000000
6,/prefix/seq=92,3,Data Processing,1.870816000
6,0.875871,3,Computation time,1.870816000
6,,3,Current Resource,1.880000000
7,,4,Current Resource,1.880000000
8,,2,Current Resource,1.880000000
7,/prefix/seq=93,3,Data Processing,1.890816000
7,0.875131,3,Computation time,1.890816000
6,,3,Current Resource,1.900000000
7,,3,Current Resource,1.900000000
8,,2,Current Resource,1.900000000
6,/prefix/seq=94,2,Data Processing,1.910816000
6,0.917512,2,Computation time,1.910816000
6,,2,Current Resource,1.920000000
7,,3,Current Resource,1.920000000
8,,2,Current Resource,1.920000000
6,/prefix/seq=57,3,Data Correction,1.921099125
7,/prefix/seq=95,2,Data Processing,1.930816000
7,0.917329,2,Computation time,1.930816000
6,,3,Current Resource,1.940000000
7,,2,Current Resource,1.940000000
8,,2,Current Resource,1.940000000
7,/prefix/seq=58,3,Data Correction,1.940945506
6,/prefix/seq=96,2,Data Processing,1.950816000
6,0.917374,2,Computation time,1.950816000
6,,2,Current Resource,1.960000000
7,,3,Current Resource,1.960000000
8,,2,Current Resource,1.960000000
6,/prefix/seq=59,3,Data Correction,1.961299509
7,/prefix/seq=97,2,Data Processing,1.970816000
7,0.916881,2,Computation time,1.970816000
6,,3,Current Resource,1.980000000
7,,2,Current Resource,1.980000000
8,,2,Current Resource,1.980000000
7,/prefix/seq=60,3,Data Correction,1.981570862
6,/prefix/seq=98,2,Data Processing,1.990816000
6,0.917332,2,Computation time,1.990816000
6,,2,Current Resource,2.000000000
7,,3,Current Resource,2.000000000
8,,2,Current Resource,2.000000000
6,/prefix/seq=61,3,Data Correction,2.001458214
7,/prefix/seq=99,2,Data Processing,2.010816000
7,0.916900,2,Computation time,2.010816000
6,,3,Current Resource,2.020000000
7,,2,Current Resource,2.020000000
8,,2,Current Resource,2.020000000
7,/prefix/seq=62,3,Data Correction,2.021661507
6,/prefix/seq=100,2,Data Processing,2.030816000
6,0.917300,2,Computation time,2.030816000
6,,2,Current Resource,2.040000000
7,,3,Current Resource,2.040000000
8,,2,Current Resource,2.040000000
6,/prefix/seq=63,3,Data Correction,2.041636183
7,/prefix/seq=101,2,Data Processing,2.050816000
7,0.917559,2,Computation time,2.050816000
6,,3,Current Resource,2.060000000
7,,2,Current Resource,2.060000000
8,,2,Current Resource,2.060000000
7,/prefix/seq=64,3,Data Correction,2.061508087
8,/prefix/seq=74,3,Data Correction,2.066533221
6,/prefix/seq=102,2,Data Processing,2.070816000
6,0.917245,2,Computation time,2.070816000
6,,2,Current Resource,2.080000000
7,,3,Current Resource,2.080000000
8,,3,Current Resource,2.080000000
6,/prefix/seq=65,3,Data Correction,2.081491569
7,/prefix/seq=103,2,Data Processing,2.090816000
7,0.917055,2,Computation time,2.090816000
6,,3,Current Resource,2.100000000
7,,2,Current Resource,2.100000000
8,,3,Current Resource,2.100000000
6,/prefix/seq=104,2,Data Processing,2.110816000
6,0.917271,2,Computation time,2.110816000
6,,2,Current Resource,2.120000000
7,,2,Current Resource,2.120000000
8,,3,Current Resource,2.120000000
8,/prefix/seq=105,2,Data Processing,2.130816000
8,0.778418,2,Computation time,2.130816000
6,,2,Current Resource,2.140000000
7,,2,Current Resource,2.140000000
8,,2,Current Resource,2.140000000
7,/prefix/seq=66,3,Data Correction,2.142752040
7,/prefix/seq=106,2,Data Processing,2.150816000
7,0.917273,2,Computation time,2.150816000
6,,2,Current Resource,2.160000000
7,,2,Current Resource,2.160000000
8,,2,Current Resource,2.160000000
6,/prefix/seq=67,3,Data Correction,2.162585363
6,/prefix/seq=107,2,Data Processing,2.170816000
6,0.917539,2,Computation time,2.170816000
6,,2,Current Resource,2.180000000
7,,2,Current Resource,2.180000000
8,,2,Current Resource,2.180000000
7,/prefix/seq=68,3,Data Correction,2.182909377
8,/prefix/seq=108,1,Data Processing,2.190816000
8,0.889335,1,Computation time,2.190816000
6,,2,Current Resource,2.200000000
7,,3,Current Resource,2.200000000
8,,1,Current Resource,2.200000000
6,/prefix/seq=69,3,Data Correction,2.203001274
7,/prefix/seq=109,2,Data Processing,2.210816000
7,0.917529,2,Computation time,2.210816000
6,,3,Current Resource,2.220000000
7,,2,Current Resource,2.220000000
8,,1,Current Resource,2.220000000
7,/prefix/seq=70,3,Data Correction,2.222809160
6,/prefix/seq=110,2,Data Processing,2.230816000
6,0.917470,2,Computation time,2.230816000
6,,2,Current Resource,2.240000000
7,,3,Current Resource,2.240000000
8,,1,Current Resource,2.240000000
8,/prefix/seq=11,1,Expired,2.250816000
7,/prefix/seq=111,2,Data Processing,2.250816000
7,0.916989,2,Computation time,2.250816000
6,,2,Current Resource,2.260000000
7,,2,Current Resource,2.260000000
8,,1,Current Resource,2.260000000
6,/prefix/seq=112,1,Data Processing,2.270816000
6,0.958549,1,Computation time,2.270816000
6,,1,Current Resource,2.280000000
7,,2,Current Resource,2.280000000
8,,1,Current Resource,2.280000000
6,/prefix/seq=71,2,Data Correction,2.284594463
8,/prefix/seq=13,1,Expired,2.290816000
7,/prefix/seq=113,1,Data Processing,2.290816000
7,0.958544,1,Computation time,2.290816000
6,,2,Current Resource,2.300000000
7,,1,Current Resource,2.300000000
8,,1,Current Resource,2.300000000
7,/prefix/seq=72,2,Data Correction,2.304804709
6,/prefix/seq=114,1,Data Processing,2.310816000
6,0.959040,1,Computation time,2.310816000
6,,1,Current Resource,2.320000000
7,,2,Current Resource,2.320000000
8,,1,Current Resource,2.320000000
6,/prefix/seq=73,2,Data Correction,2.324762222
7,/prefix/seq=115,1,Data Processing,2.330816000
7,0.958913,1,Computation time,2.330816000
8,/prefix/seq=82,2,Data Correction,2.337789780
6,,2,Current Resource,2.340000000
7,,1,Current Resource,2.340000000
8,,2,Current Resource,2.340000000
6,/prefix/seq=116,1,Data Processing,2.350816000
6,0.958531,1,Computation time,2.350816000
6,,1,Current Resource,2.360000000
7,,1,Current Resource,2.360000000
8,,2,Current Resource,2.360000000
7,/prefix/seq=75,2,Data Correction,2.364467417
7,/prefix/seq=117,1,Data Processing,2.370816000
7,0.958438,1,Computation time,2.370816000
6,,1,Current Resource,2.380000000
7,,1,Current Resource,2.380000000
8,,2,Current Resource,2.380000000
6,/prefix/seq=76,2,Data Correction,2.384517123
6,/prefix/seq=118,1,Data Processing,2.390816000
6,0.958615,1,Computation time,2.390816000
6,,1,Current Resource,2.400000000
7,,1,Current Resource,2.400000000
8,,2,Current Resource,2.400000000
7,/prefix/seq=77,2,Data Correction,2.404855014
8,/prefix/seq=119,1,Data Processing,2.410816000
8,0.889256,1,Computation time,2.410816000
6,,1,Current Resource,2.420000000
7,,2,Current Resource,2.420000000
8,,1,Current Resource,2.420000000
6,/prefix/seq=78,2,Data Correction,2.424505300
7,/prefix/seq=120,1,Data Processing,2.430816000
7,0.958667,1,Computation time,2.430816000
6,,2,Current Resource,2.440000000
7,,1,Current Resource,2.440000000
8,,1,Current Resource,2.440000000
6,/prefix/seq=121,1,Data Processing,2.450816000
6,0.958701,1,Computation time,2.450816000
6,,1,Current Resource,2.460000000
7,,1,Current Resource,2.460000000
8,,1,Current Resource,2.460000000
7,/prefix/seq=122,0,Data Processing,2.470816000
