nodeid,event,service,time
0,sent,/prefix/seq=1,0.020000000
0,sent,/prefix/seq=2,0.040000000
0,sent,/prefix/seq=3,0.060000000
0,sent,/prefix/seq=4,0.080000000
0,sent,/prefix/seq=5,0.100000000
0,sent,/prefix/seq=6,0.120000000
0,sent,/prefix/seq=7,0.140000000
0,sent,/prefix/seq=8,0.160000000
0,sent,/prefix/seq=9,0.180000000
0,sent,/prefix/seq=10,0.200000000
0,sent,/prefix/seq=11,0.220000000
0,sent,/prefix/seq=12,0.240000000
0,sent,/prefix/seq=13,0.260000000
0,sent,/prefix/seq=14,0.280000000
0,None,/prefix/seq=11,0.281848000
0,NACK,/prefix/seq=11,0.281848000
0,received,/prefix/seq=0,0.295410498
0,sent,/prefix/seq=15,0.300000000
0,sent,/prefix/seq=16,0.320000000
0,None,/prefix/seq=13,0.321848000
0,NACK,/prefix/seq=13,0.321848000
0,received,/prefix/seq=2,0.335257202
0,sent,/prefix/seq=17,0.340000000
0,sent,/prefix/seq=18,0.360000000
0,sent,/prefix/seq=19,0.380000000
0,sent,/prefix/seq=20,0.400000000
0,None,/prefix/seq=17,0.401848000
0,NACK,/prefix/seq=17,0.401848000
0,received,/prefix/seq=4,0.417461080
0,sent,/prefix/seq=21,0.420000000
0,sent,/prefix/seq=22,0.440000000
0,None,/prefix/seq=19,0.441848000
0,NACK,/prefix/seq=19,0.441848000
0,received,/prefix/seq=6,0.456753187
0,sent,/prefix/seq=23,0.460000000
0,sent,/prefix/seq=24,0.480000000
0,sent,/prefix/seq=25,0.500000000
0,sent,/prefix/seq=26,0.520000000
0,None,/prefix/seq=23,0.521848000
0,NACK,/prefix/seq=23,0.521848000
0,received,/prefix/seq=8,0.539094200
0,sent,/prefix/seq=27,0.540000000
0,sent,/prefix/seq=28,0.560000000
0,None,/prefix/seq=25,0.561848000
0,NACK,/prefix/seq=25,0.561848000
0,received,/prefix/seq=10,0.578904784
0,sent,/prefix/seq=29,0.580000000
0,sent,/prefix/seq=30,0.600000000
0,received,/prefix/seq=12,0.618732606
0,sent,/prefix/seq=31,0.620000000
0,sent,/prefix/seq=32,0.640000000
0,received,/prefix/seq=14,0.658675173
0,sent,/prefix/seq=33,0.660000000
0,received,/prefix/seq=1,0.667275173
0,sent,/prefix/seq=34,0.680000000
0,sent,/prefix/seq=35,0.700000000
0,None,/prefix/seq=32,0.701848000
0,NACK,/prefix/seq=32,0.701848000
0,sent,/prefix/seq=36,0.720000000
0,received,/prefix/seq=15,0.720100813
0,sent,/prefix/seq=37,0.740000000
0,received,/prefix/seq=16,0.740448509
0,None,/prefix/seq=34,0.741848000
0,NACK,/prefix/seq=34,0.741848000
0,sent,/prefix/seq=38,0.760000000
0,sent,/prefix/seq=39,0.780000000
0,received,/prefix/seq=18,0.780781334
0,sent,/prefix/seq=40,0.800000000
0,received,/prefix/seq=3,0.813543403
0,sent,/prefix/seq=41,0.820000000
0,received,/prefix/seq=20,0.822151403
0,sent,/prefix/seq=42,0.840000000
0,sent,/prefix/seq=43,0.860000000
0,sent,/prefix/seq=44,0.880000000
0,received,/prefix/seq=21,0.882399521
0,None,/prefix/seq=41,0.882743521
0,NACK,/prefix/seq=41,0.882743521
0,sent,/prefix/seq=45,0.900000000
0,received,/prefix/seq=22,0.902353520
0,sent,/prefix/seq=46,0.920000000
0,sent,/prefix/seq=47,0.940000000
0,received,/prefix/seq=24,0.942177930
0,sent,/prefix/seq=48,0.960000000
0,received,/prefix/seq=5,0.964493822
0,sent,/prefix/seq=49,0.980000000
0,sent,/prefix/seq=50,1.000000000
0,received,/prefix/seq=27,1.002043444
0,None,/prefix/seq=47,1.002387444
0,NACK,/prefix/seq=47,1.002387444
0,sent,/prefix/seq=51,1.020000000
0,received,/prefix/seq=26,1.023719551
0,sent,/prefix/seq=52,1.040000000
0,sent,/prefix/seq=53,1.060000000
0,received,/prefix/seq=28,1.063513196
0,sent,/prefix/seq=54,1.080000000
0,None,/prefix/seq=51,1.081848000
0,NACK,/prefix/seq=51,1.081848000
0,sent,/prefix/seq=55,1.100000000
0,received,/prefix/seq=30,1.103809926
0,received,/prefix/seq=7,1.115872166
0,sent,/prefix/seq=56,1.120000000
0,received,/prefix/seq=31,1.124480166
0,sent,/prefix/seq=57,1.140000000
0,sent,/prefix/seq=58,1.160000000
0,received,/prefix/seq=33,1.163651506
0,sent,/prefix/seq=59,1.180000000
0,sent,/prefix/seq=60,1.200000000
0,received,/prefix/seq=35,1.203878404
0,sent,/prefix/seq=61,1.220000000
0,received,/prefix/seq=36,1.223919375
0,None,/prefix/seq=58,1.224263375
0,NACK,/prefix/seq=58,1.224263375
0,sent,/prefix/seq=62,1.240000000
0,sent,/prefix/seq=63,1.260000000
0,received,/prefix/seq=38,1.263471988
0,received,/prefix/seq=9,1.272071988
0,sent,/prefix/seq=64,1.280000000
0,received,/prefix/seq=37,1.285435331
0,sent,/prefix/seq=65,1.300000000
0,sent,/prefix/seq=66,1.320000000
0,sent,/prefix/seq=67,1.340000000
0,received,/prefix/seq=40,1.345703395
0,sent,/prefix/seq=68,1.360000000
0,None,/prefix/seq=65,1.361848000
0,NACK,/prefix/seq=65,1.361848000
0,sent,/prefix/seq=69,1.380000000
0,received,/prefix/seq=42,1.385322523
0,sent,/prefix/seq=70,1.400000000
0,received,/prefix/seq=43,1.405283942
0,sent,/prefix/seq=71,1.420000000
0,received,/prefix/seq=44,1.425624475
0,sent,/prefix/seq=72,1.440000000
0,sent,/prefix/seq=73,1.460000000
0,sent,/prefix/seq=74,1.480000000
0,None,/prefix/seq=71,1.481848000
0,NACK,/prefix/seq=71,1.481848000
0,sent,/prefix/seq=75,1.500000000
0,received,/prefix/seq=48,1.505091752
0,received,/prefix/seq=46,1.513699752
0,sent,/prefix/seq=76,1.520000000
0,None,/prefix/seq=73,1.521848000
0,NACK,/prefix/seq=73,1.521848000
0,sent,/prefix/seq=77,1.540000000
0,received,/prefix/seq=50,1.545359729
0,sent,/prefix/seq=78,1.560000000
0,received,/prefix/seq=49,1.566876768
0,sent,/prefix/seq=79,1.580000000
0,received,/prefix/seq=52,1.585589869
0,sent,/prefix/seq=80,1.600000000
0,sent,/prefix/seq=81,1.620000000
0,sent,/prefix/seq=82,1.640000000
0,received,/prefix/seq=53,1.647202708
0,sent,/prefix/seq=83,1.660000000
0,received,/prefix/seq=54,1.667294901
0,received,/prefix/seq=29,1.675894901
0,sent,/prefix/seq=84,1.680000000
0,sent,/prefix/seq=85,1.700000000
0,received,/prefix/seq=56,1.706777884
0,sent,/prefix/seq=86,1.720000000
0,received,/prefix/seq=59,1.725143591
0,None,/prefix/seq=83,1.725487591
0,NACK,/prefix/seq=83,1.725487591
0,received,/prefix/seq=57,1.734095591
0,sent,/prefix/seq=87,1.740000000
0,sent,/prefix/seq=88,1.760000000
0,sent,/prefix/seq=89,1.780000000
0,received,/prefix/seq=60,1.787437405
0,sent,/prefix/seq=90,1.800000000
0,received,/prefix/seq=61,1.807016422
0,sent,/prefix/seq=91,1.820000000
0,sent,/prefix/seq=92,1.840000000
0,sent,/prefix/seq=93,1.860000000
0,received,/prefix/seq=39,1.866765873
0,received,/prefix/seq=64,1.875373873
0,sent,/prefix/seq=94,1.880000000
0,received,/prefix/seq=63,1.888616956
0,sent,/prefix/seq=95,1.900000000
0,received,/prefix/seq=66,1.907354717
0,None,/prefix/seq=92,1.907698717
0,NACK,/prefix/seq=92,1.907698717
0,sent,/prefix/seq=96,1.920000000
0,received,/prefix/seq=67,1.926878670
0,sent,/prefix/seq=97,1.940000000
0,sent,/prefix/seq=98,1.960000000
0,sent,/prefix/seq=99,1.980000000
0,received,/prefix/seq=45,1.986965234
0,received,/prefix/seq=68,1.995573234
0,sent,/prefix/seq=100,2.000000000
0,received,/prefix/seq=69,2.008412172
0,sent,/prefix/seq=101,2.020000000
0,sent,/prefix/seq=102,2.040000000
0,sent,/prefix/seq=103,2.060000000
0,received,/prefix/seq=72,2.069061529
0,None,/prefix/seq=100,2.069405529
0,NACK,/prefix/seq=100,2.069405529
0,received,/prefix/seq=70,2.078005529
0,sent,/prefix/seq=104,2.080000000
0,received,/prefix/seq=75,2.087485507
0,sent,/prefix/seq=105,2.100000000
0,None,/prefix/seq=102,2.101848000
0,NACK,/prefix/seq=102,2.101848000
0,sent,/prefix/seq=106,2.120000000
0,sent,/prefix/seq=107,2.140000000
0,received,/prefix/seq=74,2.150615548
0,sent,/prefix/seq=108,2.160000000
0,received,/prefix/seq=77,2.168998754
0,sent,/prefix/seq=109,2.180000000
0,received,/prefix/seq=55,2.187260015
0,received,/prefix/seq=76,2.195860015
0,sent,/prefix/seq=110,2.200000000
0,sent,/prefix/seq=111,2.220000000
0,received,/prefix/seq=78,2.230648902
0,sent,/prefix/seq=112,2.240000000
0,received,/prefix/seq=79,2.250218706
0,sent,/prefix/seq=113,2.260000000
0,sent,/prefix/seq=114,2.280000000
0,received,/prefix/seq=81,2.290400044
0,sent,/prefix/seq=115,2.300000000
0,None,/prefix/seq=112,2.301848000
0,NACK,/prefix/seq=112,2.301848000
0,received,/prefix/seq=82,2.310467941
0,sent,/prefix/seq=116,2.320000000
0,received,/prefix/seq=62,2.327224188
0,sent,/prefix/seq=117,2.340000000
0,received,/prefix/seq=84,2.350275826
0,sent,/prefix/seq=118,2.360000000
0,received,/prefix/seq=85,2.370418463
0,sent,/prefix/seq=119,2.380000000
0,None,/prefix/seq=116,2.381848000
0,NACK,/prefix/seq=116,2.381848000
0,received,/prefix/seq=86,2.390604709
0,sent,/prefix/seq=120,2.400000000
0,sent,/prefix/seq=121,2.420000000
0,received,/prefix/seq=88,2.430134999
0,sent,/prefix/seq=122,2.440000000
0,received,/prefix/seq=87,2.452228888
0,sent,/prefix/seq=123,2.460000000
0,None,/prefix/seq=120,2.461848000
0,NACK,/prefix/seq=120,2.461848000
0,sent,/prefix/seq=124,2.480000000
0,received,/prefix/seq=89,2.491958083
0,sent,/prefix/seq=125,2.500000000
0,sent,/prefix/seq=126,2.520000000
0,None,/prefix/seq=123,2.521848000
0,NACK,/prefix/seq=123,2.521848000
0,received,/prefix/seq=93,2.530448000
0,received,/prefix/seq=91,2.539056000
0,sent,/prefix/seq=127,2.540000000
